timestamp,pair,signal,entry_tag,exit_tag
1674086400000,ETH/USDT,0,,
1674100800000,ETH/USDT,0,,
1674115200000,ETH/USDT,0,,
1674129600000,ETH/USDT,0,,
1674144000000,ETH/USDT,0,,
1674158400000,ETH/USDT,0,,
1674172800000,ETH/USDT,0,,
1674187200000,ETH/USDT,0,,
1674201600000,ETH/USDT,0,,
1674216000000,ETH/USDT,0,,
1674230400000,ETH/USDT,0,,
1674244800000,ETH/USDT,0,,
1674259200000,ETH/USDT,0,,
1674273600000,ETH/USDT,0,,
1674288000000,ETH/USDT,0,,
1674302400000,ETH/USDT,0,,
1674316800000,ETH/USDT,0,,
1674331200000,ETH/USDT,0,,
1674345600000,ETH/USDT,0,,
1674360000000,ETH/USDT,0,,
1674374400000,ETH/USDT,0,,
1674388800000,ETH/USDT,0,,
1674403200000,ETH/USDT,0,,
1674417600000,ETH/USDT,1,swing_long,
1674432000000,ETH/USDT,0,,
1674446400000,ETH/USDT,-1,,sl_hit
1674460800000,ETH/USDT,0,,
1674475200000,ETH/USDT,0,,
1674489600000,ETH/USDT,0,,
1674504000000,ETH/USDT,0,,
1674518400000,ETH/USDT,0,,
1674532800000,ETH/USDT,0,,
1674547200000,ETH/USDT,0,,
1674561600000,ETH/USDT,0,,
1674576000000,ETH/USDT,1,news_impulse,
1674590400000,ETH/USDT,0,,
1674604800000,ETH/USDT,0,,
1674619200000,ETH/USDT,0,,
1674633600000,ETH/USDT,0,,
1674648000000,ETH/USDT,0,,
1674662400000,ETH/USDT,0,,
1674676800000,ETH/USDT,0,,
1674691200000,ETH/USDT,0,,
1674705600000,ETH/USDT,0,,
1674720000000,ETH/USDT,-1,,tp3_hit
1674734400000,ETH/USDT,0,,
1674748800000,ETH/USDT,0,,
1674763200000,ETH/USDT,0,,
1674777600000,ETH/USDT,0,,
1674792000000,ETH/USDT,0,,
1674806400000,ETH/USDT,0,,
1674820800000,ETH/USDT,0,,
1674835200000,ETH/USDT,0,,
1674849600000,ETH/USDT,0,,
1674864000000,ETH/USDT,0,,
1674878400000,ETH/USDT,0,,
1674892800000,ETH/USDT,0,,
1674907200000,ETH/USDT,0,,
1674921600000,ETH/USDT,0,,
1674936000000,ETH/USDT,0,,
1674950400000,ETH/USDT,0,,
1674964800000,ETH/USDT,0,,
1674979200000,ETH/USDT,0,,
1674993600000,ETH/USDT,0,,
1675008000000,ETH/USDT,0,,
1675022400000,ETH/USDT,0,,
1675036800000,ETH/USDT,0,,
1675051200000,ETH/USDT,0,,
1675065600000,ETH/USDT,0,,
1675080000000,ETH/USDT,0,,
1675094400000,ETH/USDT,0,,
1675108800000,ETH/USDT,0,,
1675123200000,ETH/USDT,0,,
1675137600000,ETH/USDT,0,,
1675152000000,ETH/USDT,0,,
1675166400000,ETH/USDT,0,,
1675180800000,ETH/USDT,0,,
1675195200000,ETH/USDT,0,,
