timestamp,pair,signal,entry_tag,exit_tag
1673193600000,BTC/USDT,0,,
1673197200000,BTC/USDT,0,,
1673200800000,BTC/USDT,0,,
1673204400000,BTC/USDT,-1,,sl_hit
1673208000000,BTC/USDT,0,,
1673211600000,BTC/USDT,0,,
1673215200000,BTC/USDT,0,,
1673218800000,BTC/USDT,0,,
1673222400000,BTC/USDT,0,,
1673226000000,BTC/USDT,0,,
1673229600000,BTC/USDT,0,,
1673233200000,BTC/USDT,0,,
1673236800000,BTC/USDT,0,,
1673240400000,BTC/USDT,0,,
1673244000000,BTC/USDT,0,,
1673247600000,BTC/USDT,0,,
1673251200000,BTC/USDT,0,,
1673254800000,BTC/USDT,0,,
1673258400000,BTC/USDT,0,,
1673262000000,BTC/USDT,0,,
1673265600000,BTC/USDT,0,,
1673269200000,BTC/USDT,0,,
1673272800000,BTC/USDT,0,,
1673276400000,BTC/USDT,0,,
1673280000000,BTC/USDT,0,,
1673283600000,BTC/USDT,0,,
1673287200000,BTC/USDT,0,,
1673290800000,BTC/USDT,0,,
1673294400000,BTC/USDT,0,,
1673298000000,BTC/USDT,0,,
1673301600000,BTC/USDT,2,overbought_fade,
1673305200000,BTC/USDT,0,,
1673308800000,BTC/USDT,0,,
1673312400000,BTC/USDT,0,,
1673316000000,BTC/USDT,0,,
1673319600000,BTC/USDT,0,,
1673323200000,BTC/USDT,0,,
1673326800000,BTC/USDT,0,,
1673330400000,BTC/USDT,0,,
1673334000000,BTC/USDT,0,,
1673337600000,BTC/USDT,0,,
1673341200000,BTC/USDT,0,,
1673344800000,BTC/USDT,0,,
1673348400000,BTC/USDT,0,,
1673352000000,BTC/USDT,0,,
1673355600000,BTC/USDT,0,,
1673359200000,BTC/USDT,-2,,sl_hit
1673362800000,BTC/USDT,0,,
1673366400000,BTC/USDT,0,,
1673370000000,BTC/USDT,0,,
1673373600000,BTC/USDT,0,,
1673377200000,BTC/USDT,0,,
1673380800000,BTC/USDT,0,,
1673384400000,BTC/USDT,0,,
1673388000000,BTC/USDT,0,,
1673391600000,BTC/USDT,0,,
1673395200000,BTC/USDT,0,,
1673398800000,BTC/USDT,0,,
1673402400000,BTC/USDT,0,,
1673406000000,BTC/USDT,0,,
1673409600000,BTC/USDT,0,,
1673413200000,BTC/USDT,0,,
1673416800000,BTC/USDT,0,,
1673420400000,BTC/USDT,0,,
1673424000000,BTC/USDT,0,,
1673427600000,BTC/USDT,0,,
1673431200000,BTC/USDT,0,,
1673434800000,BTC/USDT,0,,
1673438400000,BTC/USDT,0,,
1673442000000,BTC/USDT,0,,
1673445600000,BTC/USDT,0,,
1673449200000,BTC/USDT,0,,
1673452800000,BTC/USDT,0,,
1673456400000,BTC/USDT,0,,
1673460000000,BTC/USDT,0,,
1673463600000,BTC/USDT,0,,
1673467200000,BTC/USDT,0,,
1673470800000,BTC/USDT,0,,
1673474400000,BTC/USDT,0,,
1673478000000,BTC/USDT,0,,
1673481600000,BTC/USDT,0,,
1673485200000,BTC/USDT,1,oversold_bounce,
1673488800000,BTC/USDT,0,,
1673492400000,BTC/USDT,-1,,sl_hit
1673496000000,BTC/USDT,0,,
1673499600000,BTC/USDT,0,,
1673503200000,BTC/USDT,0,,
1673506800000,BTC/USDT,0,,
1673510400000,BTC/USDT,0,,
1673514000000,BTC/USDT,0,,
1673517600000,BTC/USDT,0,,
1673521200000,BTC/USDT,0,,
1673524800000,BTC/USDT,0,,
1673528400000,BTC/USDT,0,,
1673532000000,BTC/USDT,0,,
1673535600000,BTC/USDT,0,,
1673539200000,BTC/USDT,0,,
1673542800000,BTC/USDT,0,,
1673546400000,BTC/USDT,0,,
1673550000000,BTC/USDT,0,,
1673553600000,BTC/USDT,0,,
1673557200000,BTC/USDT,0,,
1673560800000,BTC/USDT,0,,
1673564400000,BTC/USDT,0,,
1673568000000,BTC/USDT,0,,
1673571600000,BTC/USDT,0,,
1673575200000,BTC/USDT,0,,
1673578800000,BTC/USDT,0,,
1673582400000,BTC/USDT,0,,
1673586000000,BTC/USDT,0,,
1673589600000,BTC/USDT,0,,
1673593200000,BTC/USDT,0,,
1673596800000,BTC/USDT,0,,
1673600400000,BTC/USDT,0,,
1673604000000,BTC/USDT,0,,
1673607600000,BTC/USDT,0,,
1673611200000,BTC/USDT,0,,
1673614800000,BTC/USDT,0,,
1673618400000,BTC/USDT,0,,
1673622000000,BTC/USDT,0,,
1673625600000,BTC/USDT,0,,
1673629200000,BTC/USDT,0,,
1673632800000,BTC/USDT,0,,
1673636400000,BTC/USDT,0,,
1673640000000,BTC/USDT,0,,
1673643600000,BTC/USDT,0,,
1673647200000,BTC/USDT,0,,
1673650800000,BTC/USDT,0,,
1673654400000,BTC/USDT,0,,
1673658000000,BTC/USDT,0,,
1673661600000,BTC/USDT,0,,
1673665200000,BTC/USDT,0,,
1673668800000,BTC/USDT,0,,
1673672400000,BTC/USDT,0,,
1673676000000,BTC/USDT,0,,
1673679600000,BTC/USDT,0,,
1673683200000,BTC/USDT,0,,
1673686800000,BTC/USDT,0,,
1673690400000,BTC/USDT,0,,
1673694000000,BTC/USDT,0,,
1673697600000,BTC/USDT,0,,
1673701200000,BTC/USDT,0,,
1673704800000,BTC/USDT,0,,
1673708400000,BTC/USDT,0,,
1673712000000,BTC/USDT,0,,
1673715600000,BTC/USDT,1,oversold_bounce,
1673719200000,BTC/USDT,0,,
1673722800000,BTC/USDT,0,,
1673726400000,BTC/USDT,0,,
1673730000000,BTC/USDT,0,,
1673733600000,BTC/USDT,0,,
1673737200000,BTC/USDT,0,,
1673740800000,BTC/USDT,0,,
1673744400000,BTC/USDT,0,,
1673748000000,BTC/USDT,0,,
1673751600000,BTC/USDT,0,,
1673755200000,BTC/USDT,0,,
1673758800000,BTC/USDT,0,,
1673762400000,BTC/USDT,-1,,tp2_hit
1673766000000,BTC/USDT,0,,
1673769600000,BTC/USDT,0,,
1673773200000,BTC/USDT,0,,
1673776800000,BTC/USDT,0,,
1673780400000,BTC/USDT,0,,
1673784000000,BTC/USDT,0,,
1673787600000,BTC/USDT,0,,
1673791200000,BTC/USDT,0,,
1673794800000,BTC/USDT,0,,
1673798400000,BTC/USDT,0,,
1673802000000,BTC/USDT,0,,
1673805600000,BTC/USDT,0,,
1673809200000,BTC/USDT,0,,
1673812800000,BTC/USDT,0,,
1673816400000,BTC/USDT,0,,
1673820000000,BTC/USDT,0,,
1673823600000,BTC/USDT,0,,
1673827200000,BTC/USDT,0,,
1673830800000,BTC/USDT,0,,
1673834400000,BTC/USDT,0,,
1673838000000,BTC/USDT,0,,
1673841600000,BTC/USDT,0,,
1673845200000,BTC/USDT,0,,
1673848800000,BTC/USDT,0,,
1673852400000,BTC/USDT,1,oversold_bounce,
1673856000000,BTC/USDT,0,,
1673859600000,BTC/USDT,0,,
1673863200000,BTC/USDT,0,,
1673866800000,BTC/USDT,0,,
1673870400000,BTC/USDT,0,,
1673874000000,BTC/USDT,0,,
1673877600000,BTC/USDT,0,,
1673881200000,BTC/USDT,0,,
1673884800000,BTC/USDT,-1,,sl_hit
1673888400000,BTC/USDT,0,,
1673892000000,BTC/USDT,0,,
1673895600000,BTC/USDT,0,,
1673899200000,BTC/USDT,0,,
1673902800000,BTC/USDT,0,,
1673906400000,BTC/USDT,0,,
1673910000000,BTC/USDT,0,,
1673913600000,BTC/USDT,0,,
1673917200000,BTC/USDT,0,,
1673920800000,BTC/USDT,0,,
1673924400000,BTC/USDT,0,,
1673928000000,BTC/USDT,0,,
1673931600000,BTC/USDT,0,,
1673935200000,BTC/USDT,0,,
1673938800000,BTC/USDT,0,,
1673942400000,BTC/USDT,0,,
1673946000000,BTC/USDT,0,,
1673949600000,BTC/USDT,0,,
1673953200000,BTC/USDT,0,,
1673956800000,BTC/USDT,0,,
1673960400000,BTC/USDT,0,,
1673964000000,BTC/USDT,0,,
1673967600000,BTC/USDT,0,,
1673971200000,BTC/USDT,0,,
1673974800000,BTC/USDT,0,,
1673978400000,BTC/USDT,0,,
1673982000000,BTC/USDT,0,,
1673985600000,BTC/USDT,0,,
1673989200000,BTC/USDT,0,,
1673992800000,BTC/USDT,0,,
1673996400000,BTC/USDT,0,,
1674000000000,BTC/USDT,0,,
1674003600000,BTC/USDT,0,,
1674007200000,BTC/USDT,0,,
1674010800000,BTC/USDT,0,,
1674014400000,BTC/USDT,0,,
1674018000000,BTC/USDT,0,,
1674021600000,BTC/USDT,0,,
1674025200000,BTC/USDT,0,,
1674028800000,BTC/USDT,0,,
1674032400000,BTC/USDT,0,,
1674036000000,BTC/USDT,0,,
1674039600000,BTC/USDT,0,,
1674043200000,BTC/USDT,0,,
1674046800000,BTC/USDT,0,,
1674050400000,BTC/USDT,0,,
1674054000000,BTC/USDT,0,,
1674057600000,BTC/USDT,0,,
1674061200000,BTC/USDT,0,,
1674064800000,BTC/USDT,0,,
1674068400000,BTC/USDT,0,,
1674072000000,BTC/USDT,0,,
1674075600000,BTC/USDT,0,,
1674079200000,BTC/USDT,0,,
1674082800000,BTC/USDT,0,,
1674086400000,BTC/USDT,0,,
1674090000000,BTC/USDT,0,,
1674093600000,BTC/USDT,0,,
1674097200000,BTC/USDT,0,,
1674100800000,BTC/USDT,0,,
1674104400000,BTC/USDT,0,,
1674108000000,BTC/USDT,1,breakout_long,
1674111600000,BTC/USDT,0,,
1674115200000,BTC/USDT,0,,
1674118800000,BTC/USDT,0,,
1674122400000,BTC/USDT,0,,
1674126000000,BTC/USDT,0,,
1674129600000,BTC/USDT,0,,
1674133200000,BTC/USDT,0,,
1674136800000,BTC/USDT,0,,
1674140400000,BTC/USDT,0,,
1674144000000,BTC/USDT,0,,
1674147600000,BTC/USDT,0,,
1674151200000,BTC/USDT,0,,
1674154800000,BTC/USDT,0,,
1674158400000,BTC/USDT,0,,
1674162000000,BTC/USDT,0,,
1674165600000,BTC/USDT,0,,
1674169200000,BTC/USDT,0,,
1674172800000,BTC/USDT,-1,,tp1_hit
1674176400000,BTC/USDT,0,,
1674180000000,BTC/USDT,0,,
1674183600000,BTC/USDT,0,,
1674187200000,BTC/USDT,0,,
1674190800000,BTC/USDT,0,,
1674194400000,BTC/USDT,0,,
1674198000000,BTC/USDT,0,,
1674201600000,BTC/USDT,0,,
1674205200000,BTC/USDT,0,,
1674208800000,BTC/USDT,0,,
1674212400000,BTC/USDT,0,,
1674216000000,BTC/USDT,0,,
1674219600000,BTC/USDT,0,,
1674223200000,BTC/USDT,0,,
1674226800000,BTC/USDT,0,,
1674230400000,BTC/USDT,0,,
1674234000000,BTC/USDT,0,,
1674237600000,BTC/USDT,0,,
1674241200000,BTC/USDT,0,,
1674244800000,BTC/USDT,0,,
1674248400000,BTC/USDT,0,,
1674252000000,BTC/USDT,0,,
1674255600000,BTC/USDT,0,,
1674259200000,BTC/USDT,0,,
1674262800000,BTC/USDT,0,,
1674266400000,BTC/USDT,0,,
1674270000000,BTC/USDT,1,breakout_long,
1674273600000,BTC/USDT,0,,
1674277200000,BTC/USDT,0,,
1674280800000,BTC/USDT,0,,
1674284400000,BTC/USDT,0,,
1674288000000,BTC/USDT,0,,
1674291600000,BTC/USDT,0,,
1674295200000,BTC/USDT,0,,
1674298800000,BTC/USDT,0,,
1674302400000,BTC/USDT,0,,
1674306000000,BTC/USDT,0,,
1674309600000,BTC/USDT,0,,
1674313200000,BTC/USDT,0,,
1674316800000,BTC/USDT,0,,
1674320400000,BTC/USDT,0,,
1674324000000,BTC/USDT,0,,
1674327600000,BTC/USDT,0,,
1674331200000,BTC/USDT,0,,
1674334800000,BTC/USDT,0,,
1674338400000,BTC/USDT,0,,
1674342000000,BTC/USDT,0,,
1674345600000,BTC/USDT,0,,
1674349200000,BTC/USDT,-1,,tp1_hit
1674352800000,BTC/USDT,0,,
1674356400000,BTC/USDT,0,,
1674360000000,BTC/USDT,0,,
1674363600000,BTC/USDT,0,,
1674367200000,BTC/USDT,0,,
1674370800000,BTC/USDT,0,,
1674374400000,BTC/USDT,0,,
1674378000000,BTC/USDT,0,,
1674381600000,BTC/USDT,0,,
1674385200000,BTC/USDT,0,,
1674388800000,BTC/USDT,0,,
1674392400000,BTC/USDT,0,,
1674396000000,BTC/USDT,0,,
1674399600000,BTC/USDT,0,,
1674403200000,BTC/USDT,0,,
1674406800000,BTC/USDT,0,,
1674410400000,BTC/USDT,0,,
1674414000000,BTC/USDT,0,,
1674417600000,BTC/USDT,0,,
1674421200000,BTC/USDT,0,,
1674424800000,BTC/USDT,0,,
1674428400000,BTC/USDT,0,,
1674432000000,BTC/USDT,0,,
1674435600000,BTC/USDT,0,,
1674439200000,BTC/USDT,0,,
1674442800000,BTC/USDT,0,,
1674446400000,BTC/USDT,0,,
1674450000000,BTC/USDT,0,,
1674453600000,BTC/USDT,0,,
1674457200000,BTC/USDT,0,,
1674460800000,BTC/USDT,0,,
1674464400000,BTC/USDT,0,,
1674468000000,BTC/USDT,0,,
1674471600000,BTC/USDT,0,,
1674475200000,BTC/USDT,0,,
1674478800000,BTC/USDT,0,,
1674482400000,BTC/USDT,0,,
1674486000000,BTC/USDT,0,,
1674489600000,BTC/USDT,0,,
1674493200000,BTC/USDT,0,,
1674496800000,BTC/USDT,0,,
1674500400000,BTC/USDT,0,,
1674504000000,BTC/USDT,0,,
1674507600000,BTC/USDT,0,,
1674511200000,BTC/USDT,0,,
1674514800000,BTC/USDT,0,,
1674518400000,BTC/USDT,0,,
1674522000000,BTC/USDT,0,,
1674525600000,BTC/USDT,0,,
1674529200000,BTC/USDT,0,,
1674532800000,BTC/USDT,0,,
1674536400000,BTC/USDT,0,,
1674540000000,BTC/USDT,0,,
1674543600000,BTC/USDT,0,,
1674547200000,BTC/USDT,0,,
1674550800000,BTC/USDT,0,,
1674554400000,BTC/USDT,0,,
1674558000000,BTC/USDT,0,,
1674561600000,BTC/USDT,0,,
1674565200000,BTC/USDT,0,,
1674568800000,BTC/USDT,0,,
1674572400000,BTC/USDT,0,,
1674576000000,BTC/USDT,0,,
1674579600000,BTC/USDT,0,,
1674583200000,BTC/USDT,0,,
1674586800000,BTC/USDT,0,,
1674590400000,BTC/USDT,0,,
1674594000000,BTC/USDT,0,,
1674597600000,BTC/USDT,0,,
1674601200000,BTC/USDT,0,,
1674604800000,BTC/USDT,0,,
1674608400000,BTC/USDT,0,,
1674612000000,BTC/USDT,0,,
1674615600000,BTC/USDT,0,,
1674619200000,BTC/USDT,0,,
1674622800000,BTC/USDT,0,,
1674626400000,BTC/USDT,0,,
1674630000000,BTC/USDT,1,support_hold,
1674633600000,BTC/USDT,0,,
1674637200000,BTC/USDT,0,,
1674640800000,BTC/USDT,0,,
1674644400000,BTC/USDT,0,,
1674648000000,BTC/USDT,0,,
1674651600000,BTC/USDT,0,,
1674655200000,BTC/USDT,0,,
1674658800000,BTC/USDT,-1,,sl_hit
1674662400000,BTC/USDT,0,,
1674666000000,BTC/USDT,0,,
1674669600000,BTC/USDT,0,,
1674673200000,BTC/USDT,0,,
1674676800000,BTC/USDT,1,breakout_long,
1674680400000,BTC/USDT,0,,
1674684000000,BTC/USDT,0,,
1674687600000,BTC/USDT,0,,
1674691200000,BTC/USDT,0,,
1674694800000,BTC/USDT,0,,
1674698400000,BTC/USDT,0,,
1674702000000,BTC/USDT,0,,
1674705600000,BTC/USDT,0,,
1674709200000,BTC/USDT,0,,
1674712800000,BTC/USDT,-1,,tp2_hit
1674716400000,BTC/USDT,0,,
1674720000000,BTC/USDT,0,,
1674723600000,BTC/USDT,0,,
1674727200000,BTC/USDT,0,,
1674730800000,BTC/USDT,0,,
1674734400000,BTC/USDT,0,,
1674738000000,BTC/USDT,0,,
1674741600000,BTC/USDT,0,,
1674745200000,BTC/USDT,0,,
1674748800000,BTC/USDT,0,,
1674752400000,BTC/USDT,0,,
1674756000000,BTC/USDT,0,,
1674759600000,BTC/USDT,0,,
1674763200000,BTC/USDT,0,,
1674766800000,BTC/USDT,0,,
1674770400000,BTC/USDT,0,,
1674774000000,BTC/USDT,0,,
1674777600000,BTC/USDT,0,,
1674781200000,BTC/USDT,0,,
1674784800000,BTC/USDT,0,,
1674788400000,BTC/USDT,0,,
1674792000000,BTC/USDT,0,,
1674795600000,BTC/USDT,0,,
1674799200000,BTC/USDT,0,,
1674802800000,BTC/USDT,0,,
1674806400000,BTC/USDT,0,,
1674810000000,BTC/USDT,0,,
1674813600000,BTC/USDT,0,,
1674817200000,BTC/USDT,0,,
1674820800000,BTC/USDT,0,,
1674824400000,BTC/USDT,0,,
1674828000000,BTC/USDT,0,,
1674831600000,BTC/USDT,0,,
1674835200000,BTC/USDT,0,,
1674838800000,BTC/USDT,0,,
1674842400000,BTC/USDT,0,,
1674846000000,BTC/USDT,0,,
1674849600000,BTC/USDT,0,,
1674853200000,BTC/USDT,0,,
1674856800000,BTC/USDT,0,,
1674860400000,BTC/USDT,0,,
1674864000000,BTC/USDT,0,,
1674867600000,BTC/USDT,0,,
1674871200000,BTC/USDT,0,,
1674874800000,BTC/USDT,0,,
1674878400000,BTC/USDT,0,,
1674882000000,BTC/USDT,0,,
1674885600000,BTC/USDT,0,,
1674889200000,BTC/USDT,0,,
1674892800000,BTC/USDT,0,,
1674896400000,BTC/USDT,0,,
1674900000000,BTC/USDT,0,,
1674903600000,BTC/USDT,0,,
1674907200000,BTC/USDT,0,,
1674910800000,BTC/USDT,0,,
1674914400000,BTC/USDT,0,,
1674918000000,BTC/USDT,0,,
1674921600000,BTC/USDT,0,,
1674925200000,BTC/USDT,0,,
1674928800000,BTC/USDT,1,breakout_long,
1674932400000,BTC/USDT,0,,
1674936000000,BTC/USDT,0,,
1674939600000,BTC/USDT,0,,
1674943200000,BTC/USDT,0,,
1674946800000,BTC/USDT,0,,
1674950400000,BTC/USDT,0,,
1674954000000,BTC/USDT,0,,
1674957600000,BTC/USDT,0,,
1674961200000,BTC/USDT,0,,
1674964800000,BTC/USDT,0,,
1674968400000,BTC/USDT,0,,
1674972000000,BTC/USDT,0,,
1674975600000,BTC/USDT,0,,
1674979200000,BTC/USDT,-1,,reversal_exit
1674982800000,BTC/USDT,0,,
1674986400000,BTC/USDT,0,,
1674990000000,BTC/USDT,0,,
1674993600000,BTC/USDT,0,,
1674997200000,BTC/USDT,0,,
1675000800000,BTC/USDT,0,,
1675004400000,BTC/USDT,0,,
1675008000000,BTC/USDT,0,,
1675011600000,BTC/USDT,0,,
1675015200000,BTC/USDT,0,,
1675018800000,BTC/USDT,0,,
1675022400000,BTC/USDT,0,,
1675026000000,BTC/USDT,0,,
1675029600000,BTC/USDT,0,,
1675033200000,BTC/USDT,0,,
1675036800000,BTC/USDT,0,,
1675040400000,BTC/USDT,0,,
1675044000000,BTC/USDT,0,,
1675047600000,BTC/USDT,1,oversold_bounce,
1675051200000,BTC/USDT,0,,
1675054800000,BTC/USDT,0,,
1675058400000,BTC/USDT,0,,
1675062000000,BTC/USDT,0,,
1675065600000,BTC/USDT,-1,,sl_hit
1675069200000,BTC/USDT,0,,
1675072800000,BTC/USDT,0,,
1675076400000,BTC/USDT,0,,
1675080000000,BTC/USDT,0,,
1675083600000,BTC/USDT,0,,
1675087200000,BTC/USDT,0,,
1675090800000,BTC/USDT,0,,
1675094400000,BTC/USDT,0,,
1675098000000,BTC/USDT,1,oversold_bounce,
1675101600000,BTC/USDT,0,,
1675105200000,BTC/USDT,0,,
1675108800000,BTC/USDT,0,,
1675112400000,BTC/USDT,0,,
1675116000000,BTC/USDT,0,,
1675119600000,BTC/USDT,0,,
1675123200000,BTC/USDT,0,,
1675126800000,BTC/USDT,0,,
1675130400000,BTC/USDT,0,,
1675134000000,BTC/USDT,-1,,tp1_hit
1675137600000,BTC/USDT,0,,
1675141200000,BTC/USDT,0,,
1675144800000,BTC/USDT,0,,
1675148400000,BTC/USDT,0,,
1675152000000,BTC/USDT,0,,
1675155600000,BTC/USDT,0,,
1675159200000,BTC/USDT,0,,
1675162800000,BTC/USDT,0,,
1675166400000,BTC/USDT,0,,
1675170000000,BTC/USDT,0,,
1675173600000,BTC/USDT,0,,
1675177200000,BTC/USDT,2,overbought_fade,
1675180800000,BTC/USDT,0,,
1675184400000,BTC/USDT,0,,
1675188000000,BTC/USDT,0,,
1675191600000,BTC/USDT,0,,
1675195200000,BTC/USDT,0,,
1675198800000,BTC/USDT,0,,
1675202400000,BTC/USDT,0,,
1675206000000,BTC/USDT,-2,,end_of_period
